Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien;Rotulo_Titulo
885;40;;55;1;;1;;82;3;;69;7;64;;44;55;1;;1;;74;3;;58;7;58;14;61;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Préstamo;0;278000;Otro;Ambos viven;Básica incompleta;Otros estudios;Activo& tiene trabajo remunerado;Cesante;Independiente;Privado o particular;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Comercio al por mayor y menor. Bancos y seguros;0;9;2;1;2;2;0;0;0;458;490;558;482;0;NO
887;74;;70;1;;2;;58;2;;66;7;65;78;62;55;1;;;;;3;;65;7;65;14;65;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;135001;270000;Fonasa;Ambos viven;Media incompleta;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Otro;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;5;1;1;0;0;0;0;0;641;624;559;0;488;NO
889;45;;55;1;;1;;60;3;;62;7;58;56;55;55;1;;1;;61;3;;70;8;63;15;60;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;PANQUEHUE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;San Felipe;soltero(a);No;0;Con familiares;Padre del postulante;Padres del Postulante;Otros familiares;0;278000;Fonasa;Ambos viven;Media completa;Centro de formación técnica incompleta;Trabaja sólo ocasionalmente;Activo& tiene trabajo remunerado;Independiente;Fiscal o semifiscal;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Agricultura& ganadería& pesca y caza.;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;0;5;1;0;1;0;1;1;0;599;429;536;494;404;SI
890;78;58;56;1;;1;;65;2;;71;7;66;59;;64;1;;1;;62;4;;77;8;70;15;68;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;LOS ANDES;LOS ANDES;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;San Felipe;soltero(a);No;0;Otros;Padre del postulante;Padres del Postulante;Trabajo personal;278001;834000;Otro;Ambos viven;Media completa;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;5;0;0;0;0;0;2;0;455;487;565;579;424;SI
891;45;;;;;1;1;58;;3;32;6;43;;;;;;;;;;;;;;6;43;F;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CURICO;CURICO;REGION DEL MAULE;Municipal;Municipal ;Humanista científico diurno.;Curicó;soltero(a);No;0;Otros;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Isapre;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Fiscal o semifiscal;Profesional con cinco o más anos de estudios  universitarios;Profesional con cinco o más anos de estudios  universitarios;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;6;2;0;0;0;0;0;2;496;552;493;612;404;NO
892;55;59;55;;;;;;4;;67;7;62;44;;55;;;1;1;52;3;1;60;8;55;15;58;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CALERA;QUILLOTA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Quillota;soltero(a);No;0;Sin Datos;Sin Datos;Beca;Préstamo;0;278000;Otro;Ambos viven;Media completa;Básica incompleta;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;5;1;0;1;1;1;0;0;539;527;562;583;0;NO
893;62;;55;1;;1;1;55;;2;38;7;50;61;34;55;1;;;;;1;1;52;6;51;13;50;M;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;nUnOA;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Otros familiares;278001;834000;Fonasa;Sólo la madre;Centro de formación técnica incompleta;Media incompleta;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Sin Datos;Independiente;Sin Datos;Sin Datos;Sin datos;Sin datos;0;7;3;0;1;1;0;1;0;352;546;618;611;512;NO
894;;;81;1;;1;;77;3;;66;6;71;;;;1;;;;;5;;70;6;70;12;71;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;MARIA ELENA;TOCOPILLA;REGION DE ANTOFAGASTA;Municipal;Municipal ;Humanista científico diurno.;Tocopilla;soltero(a);No;0;En forma independiente;Padre del postulante;Padres del Postulante;Préstamo;675001;810000;Fonasa;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Gerente& administrativo de categoría superior&  gran empresario industrial& comercial y agrícola  (más de 50 empleados)& Alto ejecutivo de banco&  AFP e Isapre. Oficial superior de FF.AA. y  Carabineros. Miembro superior del poder Judicial&  Diplomático& etc.;Dueno de casa;Explotación de minas y canteras;Dueno de casa.;0;5;1;0;1;1;1;0;0;558;531;623;0;539;NO
896;66;64;62;1;;1;;67;1;1;49;7;60;61;;67;1;;1;;66;2;;67;6;65;13;62;F;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;288001;432000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;0;5;2;0;0;0;1;1;0;641;529;611;0;552;NO
897;;41;71;;;;;;1;1;51;4;53;;69;;1;;1;;65;;;;3;67;7;58;F;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otras fuentes;0;278000;Fonasa;Ambos viven;Básica completa;Básica completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Sin Datos;Dueno de casa;Sin datos;Dueno de casa.;0;4;1;0;0;1;1;0;0;580;589;540;0;468;SI
898;55;;68;;1;2;;75;2;;77;7;71;57;;61;;1;1;;68;2;;84;6;71;13;71;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Otro familiar del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Trabaja sólo ocasionalmente;Privado o particular;Independiente;Oficios artesanales& talleres de joyeros& mueblista& sastre& modista&  peluquero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;6;1;0;1;0;1;0;0;620;641;652;651;591;NO
899;;32;;;;1;1;52;2;;74;5;56;22;;71;1;;1;;77;3;;76;7;66;12;62;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;SAN FELIPE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Básica incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Internacional;Sin Datos;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;0;0;0;0;0;0;0;0;458;531;568;651;504;NO
900;55;;91;1;;2;;72;2;;64;7;69;55;33;78;1;;;;;3;;70;7;63;14;66;M;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quilpue;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Padres del Postulante;144001;288000;Fonasa;Sólo la madre;Desconocida o sin información;Media completa;Sin Datos;Activo& tiene trabajo remunerado;Sin Datos;Privado o particular;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Sin datos;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;0;3;1;0;0;0;0;1;1;620;539;578;0;581;NO
901;40;;;;;2;;67;3;;68;6;63;;60;64;;;;;;4;;70;6;67;12;65;F;Técnico Universitario en Control del Medio Ambiente;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;0;0;0;0;0;0;0;0;558;484;497;0;479;SI
902;64;41;58;1;;1;;67;1;1;58;7;58;35;55;55;1;;1;;56;;;;5;50;12;55;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;PUCHUNCAVI;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Abuelo(a);Padres del Postulante;Padres del Postulante;288001;432000;Fonasa;Ambos viven;Media incompleta;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa;Dueno de casa.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;3;0;0;0;0;0;0;1;599;491;534;473;469;NO
903;55;42;71;1;;;;;1;2;46;7;51;58;60;67;;;1;;62;1;;55;5;60;12;55;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;405001;540000;Isapre;Ambos viven;Media incompleta;Media incompleta;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Dueno de casa;Dueno de casa;Dueno de casa.;Dueno de casa.;0;3;1;0;0;0;1;0;0;641;531;471;0;409;NO
904;;47;;;;2;;77;2;;78;5;71;50;18;55;1;;1;;74;3;;73;8;60;13;64;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CALLE LARGA;LOS ANDES;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional comercial.;San Felipe;casado(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Básica incompleta;Media incompleta;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Sin Datos;Sin Datos;Sin datos;Sin datos;0;5;2;0;1;0;1;0;0;519;531;552;567;0;NO
905;55;63;55;1;;1;;67;;2;48;7;56;68;;61;1;;1;;73;;2;37;6;55;13;56;M;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;270001;405000;Isapre;Sólo la madre;Instituto profesional incompleta;Universitaria completa;Sin Datos;Activo& tiene trabajo remunerado;Sin Datos;Independiente;Sin Datos;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Sin datos;Comercio al por mayor y menor. Bancos y seguros;0;6;1;0;1;0;1;3;0;496;418;578;406;441;SI
906;10;;57;;;2;;61;2;1;47;7;47;;32;55;;;;;;;1;26;3;38;10;44;M;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;PUENTE ALTO;CORDILLERA;REGION METROPOLITANA DE SANTIAGO;Corporación Municipal;Municipal ;Humanista científico diurno.;Puente Alto;soltero(a);Sí& permanentemente;3;Con familiares;Padre del postulante;Préstamo;Padres del Postulante;278001;834000;Isapre;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;72;5;1;0;2;0;1;0;0;538;559;536;0;548;NO
907;62;28;68;1;;1;;55;1;1;47;7;51;0;17;56;1;;;1;21;;2;40;7;29;14;40;M;Técnico Universitario en Proyectos de Ingeniería;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Profesional con cinco o más anos de estudios  universitarios;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;0;0;0;0;0;0;0;0;558;596;585;572;575;SI
908;;55;;;;2;;73;1;;59;4;65;28;;59;1;;;;;3;;61;6;54;10;59;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Padres del Postulante;270001;405000;Fonasa;Ambos viven;Media completa;Media incompleta;Otra situación;Otra situación;Independiente;Independiente;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Comercio al por mayor y menor. Bancos y seguros;Comercio al por mayor y menor. Bancos y seguros;0;4;1;0;1;0;1;0;0;641;440;541;0;534;NO
909;14;;55;1;;2;;71;1;1;61;7;55;;63;59;1;;;;;;2;49;5;55;12;55;F;Técnico Universitario en Control de Alimentos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional marítima.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Préstamo;Trabajo personal;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Cesante;Activo& tiene trabajo remunerado;Sin Datos;Fiscal o semifiscal;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;4;1;0;1;0;1;0;0;519;547;520;0;525;SI
910;84;42;65;1;;1;;57;2;;66;7;63;62;69;67;;1;1;;71;3;;69;8;68;15;66;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;Quilpue;soltero(a);No;0;Con sus padres;Sin Datos;Sin Datos;Sin Datos;1584001;1;Isapre;Ambos viven;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;0;0;0;0;0;0;0;0;476;575;648;0;578;NO
911;;58;;;;2;;67;;1;53;4;61;68;;73;1;;;;;3;;81;6;77;10;70;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Sin Datos;0;Sin Datos;Sin Datos;Sin Datos;Sin Datos;0;278000;Fonasa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;0;0;0;0;0;0;0;0;641;532;586;0;537;SI
912;;40;74;1;;;;;3;;85;6;74;;;80;1;;;;;3;;85;5;84;11;78;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;278001;834000;Otro;Ambos viven;Centro de formación técnica completa;Media incompleta;Jubilado o pensionado (no reincorporado);Dueno de casa;Otro;Dueno de casa;Dueno de casa;Dueno de casa;Servicios jurídicos& de orden y seguridad& Ministerio de Interior&  Justicia y Defensa& servicios jurídicos públicos y privados. FF.AA. y  Carabineros.;Dueno de casa.;0;7;1;1;1;0;0;1;0;558;607;562;583;0;SI
914;57;66;78;1;;2;;64;1;;70;7;66;55;;75;1;;1;;67;4;;75;8;71;15;69;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional comercial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Trabajo personal;0;278000;Isapre;Ambos viven;Media completa;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Dueno de casa;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;4;1;0;0;1;0;0;1;641;518;516;0;388;SI
